trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,MA5,MA10,MA20,MA60,RSI_14,MACD,MACD_signal,MACD_hist,BB_upper,BB_mid,BB_lower,KDJ_K,KDJ_D,KDJ_J,ATR_14,OBV,VOL_MA5,VOL_MA10,VOL_MA20
2025-11-03,64.34,64.34,62.6,64.03,64.34,-0.31,-0.4818,47062.02,298158.489,65.226,66.339,69.5175,73.39733333333334,33.36777864606614,-2.768529380870362,-2.3552252334278725,-0.41330414744248944,79.55121553156751,69.5175,59.48378446843249,18.62759644785067,22.306180671499224,11.270428000553565,2.4414285714285713,292641.7399999998,57785.712,53101.545999999995,60401.556500000006
2025-11-04,64.02,64.38,61.8,62.26,64.03,-1.77,-2.7643,47797.32,299732.383,64.238,65.909,68.87049999999999,73.36999999999999,30.267279922316376,-2.9321333302421806,-2.470606852790734,-0.4615264774514465,79.02941306867226,68.87049999999999,58.71158693132773,14.35687213674664,19.65641115991503,3.7577940904098597,2.1721428571428576,244844.4199999998,56140.792,52351.546,60222.971999999994
2025-11-05,61.5,62.2,61.16,61.86,62.26,-0.4,-0.6425,34205.11,210852.296,63.41799999999999,65.355,68.131,73.2985,29.597954429252496,-3.05880726971877,-2.5882469361763416,-0.4705603335424282,78.0560451941168,68.131,58.20595480588319,12.300292925472432,17.204371748434166,2.492135279548961,2.068571428571429,210639.30999999982,45527.520000000004,50734.122,59302.599
2025-11-06,61.94,62.84,61.21,62.32,61.86,0.46,0.7436,49210.24,305679.586,62.962,64.875,67.3055,73.22266666666668,31.474666531795933,-3.086499874497079,-2.687897523840489,-0.3986023506565899,76.1738481521288,67.3055,58.437151847871185,12.722612437644408,15.710451978170916,6.746933356591391,1.948571428571429,259849.5499999998,45221.945999999996,52935.024,57547.849
2025-11-07,61.98,61.98,60.76,60.81,62.32,-1.51,-2.423,42953.62,262303.303,62.25599999999999,64.101,66.48349999999999,73.13966666666667,28.764060677924462,-3.19347841243453,-2.7890137015592975,-0.4044647108752324,74.47508577241668,66.48349999999999,58.49191422758331,8.694598159791907,13.371834038711247,-0.6598735980467758,1.9107142857142863,216895.92999999982,44245.662,52682.904,56023.00850000001
2025-11-10,61.18,61.46,59.9,60.69,60.81,-0.12,-0.1973,43548.72,263360.866,61.588,63.407,65.625,73.07733333333334,28.5536076377105,-3.2504732394518,-2.881305609137798,-0.3691676303140019,71.99533090109702,65.625,59.25466909890297,9.403704709267657,12.049124262230052,4.112865603342868,1.8664285714285727,173347.20999999982,43543.00199999999,50664.357,55229.98100000001
2025-11-11,60.88,61.08,58.77,58.96,60.69,-1.73,-2.8506,46047.99,274572.909,60.928,62.583000000000006,64.904,72.9645,25.640954693898152,-3.3960905741297083,-2.98426260213618,-0.41182797199352805,70.82711582299632,64.904,58.980884177003674,7.147546089118789,10.415264871192965,0.6121085249704343,1.8328571428571436,127299.21999999983,43193.136,49666.964,53596.504
2025-11-12,58.88,59.65,58.02,59.28,58.96,0.32,0.5427,38806.52,229248.982,60.412,61.915,64.3835,72.85333333333332,27.12181421995443,-3.445949277092396,-3.0765999371274235,-0.3693493399649723,70.36506562853062,64.3835,58.40193437146938,10.614612898781134,10.481714213722356,10.880410268898693,1.8157142857142858,166105.73999999982,44113.418,44820.469,50665.3175
2025-11-13,59.27,59.63,58.7,59.62,59.28,0.34,0.5735,38066.31,225222.197,59.872,61.416999999999994,63.972,72.7,28.745514584974245,-3.4186197791048443,-3.145003905522908,-0.27361587358193606,70.0804672898835,63.972,57.8635327101165,15.462152833988242,12.141860420477652,22.10273766100942,1.763571428571429,204172.0499999998,41884.632,43553.289,49075.6845
2025-11-14,58.8,59.29,58.01,58.01,59.62,-1.61,-2.7004,33758.63,198266.067,59.312,60.78399999999999,63.620000000000005,72.54583333333333,25.812767889858023,-3.48668219772879,-3.2133395639640847,-0.27334263376470513,70.25553115313373,63.620000000000005,56.98446884686628,10.308101889325496,11.530607576760268,7.863090514455951,1.7000000000000004,170413.4199999998,40045.634,42145.648,47882.9005
2025-11-17,58.03,58.88,57.48,58.05,58.01,0.04,0.069,31758.19,184307.789,58.784000000000006,60.186,63.2625,72.25333333333334,26.01472936398784,-3.4970823012349754,-3.270088111418263,-0.2269941898167125,70.29799160366643,63.2625,56.227008396333574,10.41684404561998,11.159353066380174,8.931826004099591,1.6514285714285724,202171.6099999998,37687.528,40615.265,46858.4055
2025-11-18,58.0,58.64,57.59,57.83,58.05,-0.22,-0.379,33416.11,194087.487,58.55799999999999,59.742999999999995,62.826,71.76716666666668,25.60191089532563,-3.482927598269903,-3.3126560087885912,-0.17027158948131182,70.0799510830848,62.826,55.57204891691521,9.12117961250288,10.479961915087744,6.403615007333155,1.5557142857142863,168755.49999999983,35161.151999999995,39177.14399999999,45764.345
2025-11-19,57.78,58.22,56.38,56.45,57.83,-1.38,-2.3863,37198.75,212230.891,57.992,59.202,62.278499999999994,71.3805,23.12318476704519,-3.542231718758586,-3.3585711507825904,-0.18366056797599573,69.72912137994985,62.278499999999994,54.827878620050136,6.497453075001923,9.152458968392471,1.1874412882208283,1.5807142857142853,131556.74999999983,34839.598,39476.507999999994,45105.314999999995
2025-11-20,57.02,57.84,56.01,56.01,56.45,-0.44,-0.7795,41154.26,233178.25,57.269999999999996,58.571000000000005,61.723,70.9305,22.379208371995134,-3.583427463087226,-3.4035424132435175,-0.17988504984370834,69.30918162048238,61.723,54.136818379517614,4.331635383334616,7.545517773373186,-2.0961293967425245,1.6264285714285716,90402.48999999982,35457.188,38670.909999999996,45802.967
2025-11-21,55.51,56.0,53.85,54.04,56.01,-1.97,-3.5172,56166.48,306852.073,56.476,57.89399999999999,60.9975,70.50783333333334,19.373673828609512,-3.7320175480958397,-3.4692374402139823,-0.26278010788185746,68.60991057332298,60.9975,53.385089426677034,3.7637366363770552,6.284924061041144,-1.2786382129511225,1.6564285714285714,34236.00999999981,39938.757999999994,39992.196,46337.55
2025-11-24,54.7,56.5,54.17,56.26,54.04,2.22,4.1081,58710.49,327173.734,56.11800000000001,57.451,60.428999999999995,70.09633333333335,30.672961910146185,-3.6288101497624723,-3.5011519821236803,-0.127658167638792,67.64370399144744,60.428999999999995,53.21429600855255,16.35973247022837,9.643193530770219,29.792810349144673,1.647857142857143,92946.49999999981,45329.21800000001,41508.373,46086.365
2025-11-25,56.53,58.25,56.18,57.31,56.26,1.05,1.8663,52405.49,301287.528,56.013999999999996,57.286,59.93449999999999,69.671,35.29201639426071,-3.4228350069113986,-3.4854885870812238,0.06265358016982514,66.52377190291335,59.93449999999999,53.34522809708664,30.86035221198616,16.7155797578422,59.149897120274076,1.717142857142857,145351.98999999982,49127.094,42144.123,45905.54350000001
2025-11-26,57.72,58.5,56.51,57.28,57.31,-0.03,-0.0523,42641.4,245295.81,56.17999999999999,57.086,59.50050000000001,69.27116666666666,35.21981357908011,-3.224844966137354,-3.43335986289245,0.20851489675509605,65.53915608959628,59.50050000000001,53.46184391040374,41.59072500406921,25.007294839917872,74.75758533237189,1.7428571428571427,102710.58999999982,50215.623999999996,42527.611000000004,43674.03999999999
2025-11-27,57.0,61.86,56.9,60.81,57.28,3.53,6.1627,126120.09,758829.392,57.14000000000001,57.205,59.311,68.96499999999999,48.55646003768452,-2.7513787522415925,-3.296963640762279,0.5455848885206867,64.89673709973584,59.311,53.725262900264156,56.69094525864291,35.56851164615955,98.93581248360965,1.9857142857142855,228830.67999999982,67208.79,51332.989,47443.139
2025-11-28,59.94,60.4,58.86,60.0,60.81,-0.81,-1.332,68278.97,408116.363,58.331999999999994,57.403999999999996,59.09400000000001,68.61666666666666,46.2057685206856,-2.4136900803603893,-3.1203089286819012,0.7066188483215119,64.1711786612145,59.09400000000001,54.016821338785526,63.3869722448381,44.84133184571907,100.47825304307617,2.0135714285714283,160551.70999999982,69631.288,54785.023,48465.3355
2025-12-01,61.2,61.58,59.81,60.68,60.0,0.68,1.1333,66861.65,404437.272,59.215999999999994,57.666999999999994,58.9265,68.2845,48.46150783303595,-2.067367729680136,-2.9097206888815483,0.8423529592014125,63.51560506124613,58.9265,54.33739493875387,70.68078632385794,53.45448333843203,105.13339229470978,1.9749999999999999,227413.3599999998,71261.51999999999,58295.36899999999,49455.317
2025-12-02,60.3,61.3,59.8,60.34,60.68,-0.34,-0.5603,49898.52,301774.78,59.822,57.918000000000006,58.83050000000001,67.93183333333333,47.39144847035226,-1.7995953155610707,-2.687695614217453,0.8881002986563824,63.20111708277075,58.83050000000001,54.459882917229265,74.128430999093,60.34579922531902,101.69369454664097,1.965714285714286,177514.83999999982,70760.126,59943.61,49560.37699999999
2025-12-03,60.15,60.18,58.7,59.01,60.34,-1.33,-2.2042,49097.08,291571.901,60.168000000000006,58.174,58.688,67.62766666666667,43.35833065363398,-1.6753907709884572,-2.485234645571654,0.8098438745831968,62.82217388170931,58.688,54.553826118290694,70.89211255120556,63.86123700061454,84.95386365238758,2.016428571428572,128417.75999999982,72051.262,61133.44300000001,50304.9755
2025-12-04,59.01,60.14,58.67,59.27,59.01,0.26,0.4406,40592.84,241209.481,59.86,58.5,58.5355,67.34633333333333,44.35527590714501,-1.5382460050584754,-2.2958369174690185,0.7575909124105431,62.31539960880292,58.5355,54.75560039119708,69.36804035706726,65.69683811943212,76.71044483233754,2.0064285714285717,169010.5999999998,54945.812,61077.301,49874.1055
2025-12-05,59.27,62.3,58.9,61.53,59.27,2.26,3.8131,88724.65,539843.505,60.166,59.249,58.5715,67.17416666666666,52.22649724813575,-1.2329816328334786,-2.0832658605419105,0.8502842277084319,62.454907483667846,58.5715,54.688092516332155,75.38479378924312,68.92615667603579,88.30206801565777,2.149285714285714,257735.2499999998,59034.948,64333.118,52162.657
2025-12-08,62.01,62.49,61.42,61.79,61.53,0.26,0.4226,75506.18,467312.619,60.388,59.802,58.6265,66.978,53.04932617936888,-0.9590225761576647,-1.8584172036650615,0.8993946275073967,62.66432784231911,58.6265,54.58867215768089,79.68796731991904,72.51342689066354,94.03704817843004,2.150714285714286,333241.4299999998,60763.85400000001,66012.687,53760.530000000006
2025-12-09,61.63,62.82,60.69,61.0,61.79,-0.79,-1.2785,65192.67,402201.813,60.52,60.17100000000001,58.7285,66.74966666666667,50.21904647232793,-0.7964732004013086,-1.646028403012311,0.8495552026110023,62.90256667790248,58.7285,54.554433322097516,76.21089713219828,73.74591697117512,81.14085745424461,2.1714285714285717,268048.75999999983,63822.683999999994,67291.405,54717.764
2025-12-10,60.2,60.39,57.69,59.52,61.0,-1.48,-2.4262,108812.0,639651.151,60.622,60.395,58.7405,66.52199999999999,45.33882984570328,-0.7781057612713909,-1.472443874664127,0.6943381133927362,62.922614675363604,58.7405,54.55838532463639,62.69810296142657,70.06331230125895,47.96768428176182,2.277142857142857,159236.75999999983,75765.66799999999,73908.465,58218.038
2025-12-11,59.84,60.02,58.7,58.7,59.52,-0.82,-1.3777,54344.13,322616.063,60.508,60.184000000000005,58.69449999999999,66.27666666666667,42.85398827171207,-0.8202611207989818,-1.3420073238910981,0.5217462030921163,62.85607093314241,58.69449999999999,54.53292906685757,48.36143836154887,62.829354321355595,19.42560644193543,2.2171428571428575,104892.62999999983,78515.926,66730.869,59031.92899999999
2025-12-12,58.81,67.33,57.91,66.28,58.7,7.58,12.9131,210806.76,1332664.977,61.45799999999999,60.81199999999999,59.10799999999999,66.11533333333334,63.026470588105454,-0.2392687543798715,-1.1214596099888527,0.8821908556089813,64.45718232807074,59.10799999999999,53.75881767192924,61.94358684684172,62.534098496517636,60.762563547489876,2.714285714285715,315699.38999999984,102932.348,80983.648,67884.3355
2025-12-15,65.31,66.77,64.2,64.25,66.28,-2.03,-3.0628,117465.2,764236.01,61.95,61.169000000000004,59.41799999999999,65.91966666666666,57.202734046696904,0.056714082608088745,-0.8858248714694645,0.9425389540775533,65.20935689945276,59.41799999999999,53.62664310054722,63.97898874160127,63.01572857821219,65.90550906837944,2.75,198234.18999999983,111324.152,86044.003,72169.686
2025-12-16,65.0,65.57,62.52,63.16,64.25,-1.09,-1.6965,78019.8,495799.614,62.38199999999999,61.451,59.6845,65.71966666666667,54.30135454397102,0.20101158642933825,-0.668457579889704,0.8694691663190423,65.65591427310564,59.6845,53.713085726894356,61.566905357471384,62.532787504631926,59.635141063150286,2.8257142857142847,120214.38999999982,113889.57800000001,88856.13100000001,74399.87049999999
2025-12-17,62.85,63.76,61.0,62.82,63.16,-0.34,-0.5383,85027.41,528607.34,63.041999999999994,61.831999999999994,60.003,65.50333333333333,53.39165446372043,0.28465194883709444,-0.4778356741443443,0.7624876229814388,65.92734797655959,60.003,54.07865202344041,58.783192783265854,61.2829225975099,53.78373315477775,2.6685714285714277,35186.97999999982,109132.66,92449.16399999999,76791.30350000001
2025-12-18,62.5,65.25,62.26,63.11,62.82,0.29,0.4616,121803.79,782407.413,63.924,62.215999999999994,60.358000000000004,65.239,54.098009190560944,0.37007215358577383,-0.3082541085983207,0.6783262621840945,66.1236682636372,60.358000000000004,54.59233173636281,57.930150652191074,60.16533194907029,53.45978805843265,2.7428571428571416,156990.76999999981,122624.59199999999,100570.25899999999,80823.78
2025-12-19,63.11,64.63,62.14,62.36,63.11,-0.75,-1.1884,84531.59,534085.15,63.14,62.299,60.774,64.94266666666667,51.90705398430005,0.3729504091172373,-0.17201320505520912,0.5449636141724464,65.76944381885792,60.774,55.77855618114208,54.7680949022906,58.366252933477064,47.571778839917656,2.794285714285713,72459.17999999982,97369.55799999999,100150.953,82242.0355
2025-12-22,63.02,64.5,63.02,63.4,62.36,1.04,1.6677,77787.95,495959.495,62.970000000000006,62.46,61.13100000000001,64.70833333333333,54.6498154142987,0.4539182684753129,-0.04682691034910472,0.5007451788244176,65.77641381081189,61.13100000000001,56.48558618918813,56.256184983269804,57.662896950074646,53.44276104966012,2.839999999999999,150247.12999999983,89434.108,100379.13,83195.90849999999
2025-12-23,63.4,63.7,61.45,62.12,63.4,-1.28,-2.0189,84699.01,527805.39,62.762,62.57199999999999,61.371500000000005,64.43400000000001,50.80912187299805,0.41007350565357115,0.04455317285143046,0.3655203328021407,65.66900613116096,61.371500000000005,57.073993868839054,52.40150478007088,55.90909956007339,45.38631522006587,2.8835714285714276,65548.11999999984,90769.95,102329.764,84810.5845
2025-12-24,62.07,63.72,61.67,63.49,62.12,1.37,2.2054,71252.51,447765.732,62.896,62.968999999999994,61.682,64.21883333333334,54.49526996189212,0.480336742694611,0.13170988682006657,0.34862685587454445,65.61686761631093,61.682,57.74713238368908,54.67955944998358,55.49925285671013,53.040172636530485,2.9249999999999985,136800.62999999983,88014.97,98573.81499999999,86241.13999999998
2025-12-25,63.5,66.85,63.22,66.32,63.49,2.83,4.4574,124894.5,818259.031,63.538,63.73100000000001,61.957499999999996,64.01216666666667,60.99710053948362,0.7556673501461972,0.2565013794852927,0.4991659706609045,66.37702069323048,61.957499999999996,57.537979306769515,66.76642994671269,59.254978553377654,81.78933273338276,2.94142857142857,261695.12999999983,88633.112,105628.852,86179.8605
2025-12-26,66.34,70.18,66.16,68.25,66.32,1.93,2.9101,157250.16,1079644.334,64.716,63.928,62.36999999999999,63.846333333333334,64.70129236073316,1.1167307337604484,0.42854725034032387,0.6881834834201246,67.50273088285245,62.36999999999999,57.237269117147534,70.83629825060439,63.115418452453234,86.27805784690669,3.1521428571428562,418945.2899999998,103176.826,100273.192,90628.42000000001
2025-12-29,68.25,69.65,66.77,67.19,68.25,-1.06,-1.5531,108926.3,739449.067,65.47399999999999,64.222,62.6955,63.71316666666667,61.26011075891454,1.3023304703954253,0.6033038943513442,0.699026576044081,68.18991237698984,62.6955,57.201087623010174,69.70059680033029,65.3104779017456,78.48083459749967,3.2057142857142855,310018.9899999998,109404.496,99419.302,92731.6525
2025-12-30,66.99,68.33,66.67,66.81,67.19,-0.38,-0.5656,86681.55,583269.092,66.412,64.587,63.01899999999999,63.57333333333334,60.027551855609445,1.4025886062730208,0.7631608367356796,0.6394277695373413,68.68855637362238,63.01899999999999,57.3494436263776,66.93289118494718,65.85128232947946,69.09610889588262,3.087857142857142,223337.43999999983,109801.004,100285.477,94570.80399999999
2025-12-31,66.97,67.2,65.4,66.11,66.81,-0.7,-1.0477,90194.08,595428.318,66.936,64.91600000000001,63.374,63.39766666666666,57.723553876826465,1.4093140562480855,0.8923914806381608,0.5169225756099247,68.87318807404169,63.374,57.87481192595831,62.41497823937294,64.70584763277729,57.83323945256424,3.122142857142856,133143.3599999998,113589.318,100802.144,96625.65400000001
2026-01-05,67.42,70.18,67.02,68.91,66.11,2.8,4.2354,127958.78,878297.473,67.454,65.49600000000001,63.855999999999995,63.23233333333334,63.7217713848742,1.621884547752785,1.0382900940610857,0.5835944536916993,69.52777833432182,63.855999999999995,58.184221665678166,70.09413975026538,66.50194500527333,77.2785292402495,2.7399999999999993,261102.1399999998,114202.174,101417.64300000001,100993.951
2026-01-06,68.46,69.36,67.35,68.6,68.91,-0.31,-0.4499,116589.76,795259.525,67.524,66.12,64.2095,63.088166666666666,62.66175005613345,1.7452160206097176,1.1796752793708123,0.5655407412389053,70.14599010247979,64.2095,58.27300989752022,74.0299228728382,69.01127096112829,84.06722669625802,2.7,144512.37999999983,106070.094,104623.46,102387.2065
2026-01-07,68.47,70.0,67.6,69.33,68.6,0.73,1.0641,103423.29,712899.267,67.952,66.713,64.5865,62.946,64.17315613423887,1.8801883595077697,1.3197778953982038,0.560410464109566,70.82596784168064,64.5865,58.34703215831936,79.35719887566414,72.45991359930692,93.15176942837857,2.65357142857143,247935.6699999998,104969.492,107186.99399999999,103783.062
2026-01-08,68.81,72.77,68.75,71.55,69.33,2.22,3.2021,139451.85,994397.59,68.9,67.65599999999999,65.114,62.9155,68.36674530075479,2.141603287595899,1.484142973837743,0.6574603137581561,71.84154401108245,65.114,58.38645598891756,81.97984288046021,75.63322335969136,94.67308192199792,2.7435714285714297,387387.5199999998,115523.552,112662.278,107496.021
2026-01-09,72.74,75.0,71.0,74.99,71.55,3.44,4.8078,135233.69,996257.774,70.676,68.806,65.8875,63.00383333333333,73.5359505979379,2.596425772136783,1.7065995334975508,0.8898262386392322,73.41654236589005,65.8875,58.358457634109946,87.95183969808457,79.73942880582243,104.37666148260888,2.8157142857142867,522621.2099999998,124531.474,119060.396,108817.10549999999
2026-01-12,76.88,80.58,76.5,77.1,74.99,2.11,2.8137,185179.86,1449310.539,72.314,69.88399999999999,66.8075,63.158,76.11421856385584,3.091498365185771,1.983579299835195,1.107919065350576,75.09690700056716,66.8075,58.518092999432845,84.32625940346612,81.26837233837034,90.4420335336577,3.0371428571428587,707801.0699999998,135975.69,125088.93199999999,115358.89199999999
2026-01-13,75.88,76.0,71.55,72.6,77.1,-4.5,-5.8366,171497.66,1253890.885,73.114,70.31899999999999,67.1235,63.28383333333333,62.196908721398025,3.0851706433274586,2.203897568533648,0.8812730747938105,75.80100212664301,67.1235,58.445997873356994,72.02778294881931,78.18817587518667,59.706997096084564,3.280714285714287,536303.4099999998,146957.27,126513.682,113393.437
2026-01-14,72.96,74.05,69.93,70.93,72.6,-1.67,-2.3003,148154.16,1068084.472,73.434,70.693,67.45750000000001,63.379333333333335,57.96129611412301,2.9118350134575337,2.345485057518425,0.5663499559391085,76.1834054725449,67.45750000000001,58.73159452745512,60.16169280470257,72.1793481850253,36.126382044057095,3.414285714285715,388149.24999999977,155903.444,130436.468,114927.88499999998
2026-01-15,70.22,70.7,68.26,70.58,70.93,-0.35,-0.4934,98657.3,685290.792,73.24,71.07,67.82849999999999,63.44633333333333,57.083896779138726,2.7149272121240244,2.419373488439545,0.2955537236844794,76.41490853785486,67.82849999999999,59.24209146214513,48.85902430834646,64.40590689279902,17.765259139441326,3.4585714285714295,289491.9499999998,147744.53399999999,131634.043,115959.76000000001
2026-01-16,71.85,73.69,70.7,73.26,70.58,2.68,3.7971,97157.12,701837.09,72.89399999999999,71.785,68.3505,63.544000000000004,61.84650612382122,2.7435045505422124,2.4841997008600787,0.25930484968213374,76.92422847715622,68.3505,59.776771522843774,47.46308347691732,58.75829908750513,24.8726522557417,3.421428571428573,386649.0699999998,140129.22,132330.347,116566.2455
2026-01-19,73.5,73.78,71.61,72.51,73.26,-0.75,-1.0238,54302.7,394637.921,71.976,72.145,68.8205,63.63383333333333,59.84496976701776,2.674800134197028,2.5223197875274685,0.15248034666955945,77.21332268557954,68.8205,60.42767731442045,44.25119792143746,53.92259869881591,24.90839636668055,3.289285714285715,332346.36999999976,113953.78799999999,124964.73900000002,113191.19099999999
2026-01-20,72.76,72.9,69.19,69.9,72.51,-2.61,-3.5995,81246.02,571877.307,71.436,72.275,69.1975,63.656333333333336,53.37170571082314,2.382284706756238,2.494312771373223,-0.11202806461698511,77.02689367148938,69.1975,61.368106328510635,33.93802805152109,47.26107514971764,7.291933855127979,3.348571428571429,251100.34999999974,95903.45999999999,121430.36500000002,113026.9125
2026-01-21,69.04,71.9,68.66,71.15,69.9,1.25,1.7883,66970.2,475104.197,71.47999999999999,72.45700000000001,69.585,63.715,55.83560066571737,2.225672509111675,2.4405847189209133,-0.21491220980923842,76.9602116829567,69.585,62.20978831704329,30.444616103611466,41.65558880101558,8.022670708803233,3.461428571428573,318070.54999999976,79666.66799999999,117785.05600000001,112486.025
2026-01-22,71.81,72.44,70.14,70.54,71.15,-0.61,-0.8573,58288.79,413757.525,71.47200000000001,72.356,70.006,63.77066666666667,54.32693715668034,2.0289458869216332,2.3582569525210575,-0.32931106559942425,76.49503982841352,70.006,63.51696017158648,26.465241904572157,36.59213983553444,6.211446042647594,3.4971428571428587,259781.75999999975,71592.966,109668.75,111165.51400000001
2026-01-23,70.71,74.38,70.71,73.7,70.54,3.16,4.4797,100201.34,732306.323,71.56000000000002,72.227,70.5165,63.89966666666667,60.309768454202896,2.103773224101289,2.307360206837104,-0.203586982735815,76.42788874056727,70.5165,64.60511125943272,41.07157384508085,38.08528450538324,47.04415252447606,3.480714285714286,359983.09999999974,72201.81000000001,106165.51499999998,112612.9555
2026-01-26,74.9,74.97,69.06,69.1,73.7,-4.6,-6.2415,106936.07,759291.71,70.87800000000001,71.42699999999999,70.6555,63.974666666666664,50.03492318943291,1.7714724401354687,2.200182653496777,-0.4287102133613083,76.27493797526897,70.6555,65.03606202473104,31.5539255340777,35.9081648482814,22.845446905670286,3.759285714285714,253047.02999999974,82728.48400000001,98341.136,111715.03399999999
2026-01-27,69.0,71.31,67.4,71.15,69.1,2.05,2.9667,74239.28,515959.3,71.128,71.28200000000001,70.8005,64.08816666666667,53.811531176556855,1.65446786648549,2.0910396960945197,-0.43657182960902974,76.3071179323276,70.8005,65.2938820676724,37.54849989370043,36.454943196754414,39.73561328759246,3.867142857142856,327286.3099999997,81327.136,88615.298,107564.48999999999
2026-01-28,70.86,71.79,69.0,69.7,71.15,-1.45,-2.0379,58265.77,407321.186,70.83800000000001,71.159,70.926,64.18266666666666,50.8819985847634,1.4282737661444997,1.958486510104516,-0.5302127439600162,76.1954527829348,70.926,65.65654721706521,35.16003031222477,36.02330556857787,33.43347979951858,3.779285714285714,269020.5399999997,79586.25,79626.459,105031.4635
2026-01-29,69.11,70.27,67.06,67.32,69.7,-2.38,-3.4146,69573.71,475775.025,70.194,70.833,70.9515,64.267,46.41538315129078,1.0449219921890887,1.7757736065214305,-0.7308516143323418,76.1414225224924,70.9515,65.76157747750759,24.53567971088896,32.194096949348236,9.218845233970413,3.722857142857142,199446.82999999967,81843.23400000001,76718.1,104176.0715
2026-01-30,67.15,67.99,64.75,67.36,67.32,0.04,0.0594,66989.31,446178.771,68.926,70.24300000000001,71.014,64.35866666666666,46.50038586054805,0.735858101002492,1.5677905054176429,-0.8319324044151508,75.98387302601758,71.014,66.04412697398242,24.86983996381508,29.752677954170522,15.1041639831042,3.554999999999999,266436.13999999966,75200.82800000001,73701.319,103015.833
2026-02-02,66.34,67.28,63.8,64.15,67.36,-3.21,-4.7654,65494.54,427895.089,67.936,69.40700000000001,70.776,64.38916666666667,40.894011686574245,0.22925980333775442,1.3000843650016654,-1.070824561663911,76.55942604708537,70.776,64.99257395291463,17.624357648213365,25.709904518851474,1.4532639069371527,3.412857142857142,200941.59999999966,66912.522,74820.503,99892.621
2026-02-03,65.02,65.97,64.5,65.54,64.15,1.39,2.1668,50104.17,327584.118,66.814,68.971,70.623,64.468,44.04027828823209,-0.0593771512809127,1.0281920617451499,-1.0875692130260626,76.79749115738551,70.623,64.4485088426145,16.94205162223478,22.78728688664591,5.251581093412518,3.2485714285714278,251045.76999999967,62085.5,71706.318,96568.34150000001
2026-02-04,65.02,65.36,63.24,64.18,65.54,-1.36,-2.0751,52368.16,335980.996,65.71000000000001,68.274,70.3655,64.52616666666667,41.70131921779362,-0.3933305812382031,0.7438875331484793,-1.1372181143866824,77.16495655723193,70.3655,63.56604344276806,13.96591449439126,19.846829422561026,2.2040846380517323,3.2221428571428565,198677.60999999967,60905.978,70246.114,94015.58499999999
2026-02-05,63.33,65.15,63.33,64.28,64.18,0.1,0.1558,47414.05,305198.515,65.102,67.648,70.00200000000001,64.61483333333334,41.94546794879705,-0.6425153986550214,0.46660694678777925,-1.1091223454428007,77.29428171641628,70.00200000000001,62.70971828358373,12.265994715499259,17.319884520207104,2.158215106083567,3.13,246091.65999999968,56474.045999999995,69158.64,89413.695
2026-02-06,63.62,64.8,63.07,64.18,64.28,-0.1,-0.1556,36092.12,231294.704,64.466,66.696,69.4615,64.6965,41.757141555524264,-0.8384007638829445,0.2056054046536345,-1.044006168536579,76.79943682461939,69.4615,62.12356317538061,12.420449076387909,15.686739372267374,5.887868484628978,3.0985714285714283,209999.5399999997,50294.608,62747.71799999999,84456.61649999999
2026-02-09,65.0,65.5,64.66,65.26,64.18,1.08,1.6828,35638.33,232045.892,64.68800000000002,66.31200000000001,68.86949999999999,64.79050000000001,44.64762726294009,-0.8961639330628515,-0.014748462889662695,-0.8814154701731888,75.48784603284885,68.86949999999999,62.25115396715112,16.651859017286142,16.008445920606963,17.9386852106445,2.9278571428571416,245637.8699999997,44323.366,55617.944,76979.54000000001
2026-02-10,65.41,66.1,65.0,65.04,65.26,-0.22,-0.3371,35450.72,231654.297,64.588,65.701,68.4915,64.90766666666667,44.166779623801446,-0.9487571404481088,-0.2015501984013519,-0.7472069420467569,75.07621363722149,68.4915,61.906786362778526,20.22160971522783,17.412833852147255,25.83916144138899,2.7749999999999977,210187.1499999997,41392.676,51739.088,70177.193
2026-02-11,64.51,65.29,64.2,64.28,65.04,-0.76,-1.1685,29742.2,192268.316,64.608,65.159,68.159,65.0115,42.465329595772175,-1.0397773782519693,-0.3691956343714754,-0.6705817438804939,74.89510820015612,68.159,61.42289179984389,21.67890512180502,18.834857608699842,27.36700014801538,2.6885714285714264,180444.9499999997,36867.484000000004,48886.731,64256.594999999994
2026-02-12,64.3,66.54,64.01,66.08,64.28,1.8,2.8002,55375.94,363430.623,64.968,65.035,67.934,65.14899999999999,47.612782611314024,-0.9556504719358685,-0.48648660188435405,-0.46916387005151444,74.63011796412471,67.934,61.23788203587529,38.284749099413936,25.318154772271207,64.21793775369939,2.594999999999999,235820.8899999997,38459.862,47466.954,62092.527
2026-02-13,65.8,66.28,65.02,65.03,66.08,-1.05,-1.589,29906.34,196494.635,65.138,64.80199999999999,67.52250000000001,65.292,45.07917034192309,-0.9626091581903751,-0.5817111131455583,-0.3808980450448167,73.84140688414747,67.52250000000001,61.20359311585254,44.351216018245196,31.662508520929205,69.72863101287717,2.2628571428571425,205914.5499999997,37222.706,43758.657,58729.988
