trade_date,open,high,low,close,MA5,MA10,MA20,RSI,PE,PB,MACD_DIF,MACD_DEA,MACD,BB_middle,BB_upper,BB_lower,KDJ_K,KDJ_D,KDJ_J
2025-12-18,62.5,65.25,62.26,63.11,63.92,62.22,60.36,57.95,114.117,10.3369,0.3699565852905735,-0.30842405402791906,1.3567612786369851,60.35799999999999,66.12366826363706,54.59233173636292,57.930150652191074,60.16533194907029,53.45978805843265
2025-12-19,63.11,64.63,62.14,62.36,63.14,62.3,60.77,54.28,112.7608,10.214,0.37284340114742776,-0.17217056299284972,1.090027928280555,60.774,65.76944381885778,55.77855618114222,54.7680949022906,58.366252933477064,47.571778839917656
2025-12-22,63.02,64.5,63.02,63.4,62.97,62.46,61.13,57.53,114.6413,10.3844,0.45381918677718147,-0.04697261303884348,1.00158359963205,61.13099999999999,65.7764138108117,56.485586189188275,56.256184983269804,57.662896950074646,53.44276104966012
2025-12-23,63.4,63.7,61.45,62.12,62.76,62.57,61.37,57.67,112.3268,10.1747,0.40998176313352275,0.04441826219562977,0.7311270018757859,61.371500000000005,65.66900613116078,57.073993868839224,52.40150478007088,55.90909956007339,45.38631522006587
2025-12-24,62.07,63.72,61.67,63.49,62.9,62.97,61.68,59.87,114.8041,10.3991,0.48025179574166543,0.13158496890483692,0.697333653673657,61.682,65.61686761631074,57.74713238368927,54.67955944998358,55.49925285671013,53.040172636530485
2025-12-25,63.5,66.85,63.22,66.32,63.54,63.73,61.96,60.91,119.9214,10.8626,0.7555886954119586,0.2563857142062613,0.9984059624113947,61.957499999999996,66.3770206932303,57.53797930676968,66.76642994671269,59.254978553377654,81.78933273338276
2025-12-26,66.34,70.18,66.16,68.25,64.72,63.93,62.37,63.67,123.4112,11.1788,1.1166579051774264,0.4284401524004943,1.376435505553864,62.370000000000005,67.50273088285232,57.23726911714769,70.83629825060439,63.115418452453234,86.27805784690669
2025-12-29,68.25,69.65,66.77,67.19,65.47,64.22,62.7,62.96,121.4945,11.0051,1.3022630364161571,0.6032047292036269,1.3981166144250605,62.6955,68.1899123769897,57.20108762301031,69.70059680033029,65.3104779017456,78.48083459749967
2025-12-30,66.99,68.33,66.67,66.81,66.41,64.59,63.02,65.99,120.8074,10.9429,1.4025261673135603,0.7630690168256136,1.2789143009758934,63.01899999999999,68.68855637362225,57.349443626377735,66.93289118494718,65.85128232947946,69.09610889588262
2025-12-31,66.97,67.2,65.4,66.11,66.94,64.92,63.37,66.34,119.5416,10.8282,1.4092562423207724,0.8923064619246455,1.0338995607922539,63.374,68.87318807404156,57.87481192595845,62.41497823937294,64.70584763277729,57.83323945256424
2026-01-05,67.42,70.18,67.02,68.91,67.45,65.5,63.86,57.35,124.6046,11.2869,1.621831016274335,1.0382113727945834,1.1672392869595032,63.855999999999995,69.5277783343217,58.1842216656783,70.09413975026538,66.50194500527333,77.2785292402495
2026-01-06,68.46,69.36,67.35,68.6,67.52,66.12,64.21,63.45,124.0441,11.2361,1.7451664543715708,1.179602389109981,1.1311281305231797,64.2095,70.14599010247967,58.273009897520346,74.0299228728382,69.01127096112829,84.06722669625802
2026-01-07,68.47,70.0,67.6,69.33,67.95,66.71,64.59,69.51,125.3641,11.3556,1.8801424647967906,1.3197104042473429,1.1208641210988954,64.5865,70.82596784168052,58.34703215831948,79.35719887566414,72.45991359930692,93.15176942837857
2026-01-08,68.81,72.77,68.75,71.55,68.9,67.66,65.11,74.67,129.3784,11.7193,2.1415607924542,1.4840804818887143,1.3149606211309717,65.114,71.84154401108233,58.38645598891767,81.97984288046021,75.63322335969136,94.67308192199792
2026-01-09,72.74,75.0,71.0,74.99,70.68,68.81,65.89,78.5,135.5986,12.2827,2.5963864247504205,1.7065416704610556,1.7796895085787297,65.8875,73.41654236588995,58.358457634110046,87.95183969808457,79.73942880582243,104.37666148260888
2026-01-12,76.88,80.58,76.5,77.1,72.31,69.88,66.81,83.2,139.414,12.6283,3.091461932392747,1.9835257228473941,2.2158724190907053,66.80749999999999,75.09690700056706,58.51809299943292,84.32625940346612,81.26837233837034,90.4420335336577
2026-01-13,75.88,76.0,71.55,72.6,73.11,70.32,67.12,67.93,131.277,11.8912,3.0851369092362546,2.2038479601251666,1.762577898222176,67.1235,75.80100212664293,58.44599787335708,72.02778294881931,78.18817587518667,59.706997096084564
2026-01-14,72.96,74.05,69.93,70.93,73.43,70.69,67.46,66.91,128.2573,11.6177,2.9118037781679362,2.345439123733721,1.1327293088684307,67.4575,76.18340547254479,58.731594527455194,60.16169280470257,72.1793481850253,36.126382044057095
2026-01-15,70.22,70.7,68.26,70.58,73.24,71.07,67.83,64.16,127.6244,11.5604,2.714898290542692,2.4193309570955153,0.5911346668943533,67.82849999999999,76.41490853785476,59.24209146214522,48.85902430834646,64.40590689279902,17.765259139441326
2026-01-16,71.85,73.69,70.7,73.26,72.89,71.78,68.35,63.95,132.4704,11.9993,2.743477771285967,2.484160319933606,0.5186349027047221,68.3505,76.92422847715613,59.77677152284386,47.46308347691732,58.75829908750513,24.8726522557417
2026-01-19,73.5,73.78,71.61,72.51,71.98,72.15,68.82,58.99,131.1143,11.8765,2.674775338577291,2.522283323662343,0.30498402982989603,68.82050000000001,77.21332268557947,60.42767731442055,44.25119792143746,53.92259869881591,24.90839636668055
2026-01-20,72.76,72.9,69.19,69.9,71.44,72.28,69.2,55.37,126.3948,11.449,2.3822617478388395,2.4942790084976423,-0.2240345213176056,69.19749999999999,77.02689367148926,61.36810632851072,33.93802805152109,47.26107514971764,7.291933855127979
2026-01-21,69.04,71.9,68.66,71.15,71.48,72.46,69.59,58.31,128.6551,11.6537,2.2256512508461554,2.4405534569673453,-0.42980441224237964,69.58500000000001,76.96021168295661,62.209788317043405,30.444616103611466,41.65558880101558,8.022670708803233
2026-01-22,71.81,72.44,70.14,70.54,71.47,72.36,70.01,58.51,127.5521,11.5538,2.028926203335132,2.358228006240903,-0.6586036058115416,70.006,76.4950398284134,63.5169601715866,26.465241904572157,36.59213983553444,6.211446042647594
2026-01-23,70.71,74.38,70.71,73.7,71.56,72.23,70.52,59.08,133.266,12.0714,2.10375499855202,2.3073334047031264,-0.4071568123022127,70.5165,76.42788874056714,64.60511125943285,41.07157384508085,38.08528450538324,47.04415252447606
2026-01-26,74.9,74.97,69.06,69.1,70.88,71.43,70.66,50.81,124.9482,11.318,1.7714555646216468,2.200157836686831,-0.8574045441303682,70.6555,76.27493797526884,65.03606202473117,31.5539255340777,35.9081648482814,22.845446905670286
2026-01-27,69.0,71.31,67.4,71.15,71.13,71.28,70.8,52.84,128.6551,11.6537,1.6544522410052878,2.0910167175505223,-0.8731289530904691,70.8005,76.30711793232746,65.29388206767254,37.54849989370043,36.454943196754414,39.73561328759246
2026-01-28,70.86,71.79,69.0,69.7,70.84,71.16,70.93,47.04,126.0331,11.4163,1.4282592981035265,1.9584652336611232,-1.0604118711151935,70.926,76.19545278293465,65.65654721706535,35.16003031222477,36.02330556857787,33.43347979951858
2026-01-29,69.11,70.27,67.06,67.32,70.19,70.83,70.95,37.29,121.7296,11.0264,1.0449085958516662,1.775753906099232,-1.4616906204951317,70.9515,76.14142252249226,65.76157747750773,24.53567971088896,32.194096949348236,9.218845233970413
2026-01-30,67.15,67.99,64.75,67.36,68.93,70.24,71.01,32.67,121.8019,11.033,0.7358456969836595,1.5677722642761176,-1.6638531345849161,71.01400000000001,75.98387302601745,66.04412697398257,24.86983996381508,29.752677954170522,15.1041639831042
2026-02-02,66.34,67.28,63.8,64.15,67.94,69.41,70.78,34.24,115.9975,10.5072,0.22924831813286062,1.3000674750474663,-2.1416383138292114,70.776,76.55942604708524,64.99257395291475,17.624357648213365,25.709904518851474,1.4532639069371527
2026-02-03,65.02,65.97,64.5,65.54,66.81,68.97,70.62,39.84,118.5109,10.7349,-0.0593877857318148,1.0281764228916102,-2.17512841724685,70.623,76.7974911573854,64.44850884261461,16.94205162223478,22.78728688664591,5.251581093412518
2026-02-04,65.02,65.36,63.24,64.18,65.71,68.27,70.37,38.38,116.0518,10.5121,-0.3933404279536319,0.7438730527225618,-2.274426961352387,70.3655,77.16495655723183,63.56604344276817,13.96591449439126,19.846829422561026,2.2040846380517323
2026-02-05,63.33,65.15,63.33,64.28,65.1,67.65,70.0,32.01,116.2326,10.5285,-0.6425245159855137,0.4665935389809467,-2.2182361099329206,70.002,77.29428171641617,62.709718283583825,12.265994715499259,17.319884520207104,2.158215106083567
2026-02-06,63.62,64.8,63.07,64.18,64.47,66.7,69.46,32.87,116.0518,10.5121,-0.8384092058568058,0.20559299001339618,-2.088004391740404,69.4615,76.79943682461929,62.12356317538071,12.420449076387909,15.686739372267374,5.887868484628978
2026-02-09,65.0,65.5,64.66,65.26,64.69,66.31,68.87,39.82,118.0046,10.689,-0.896171749706312,-0.014759957930545464,-1.762823583551533,68.8695,75.48784603284875,62.25115396715125,16.651859017286142,16.008445920606963,17.9386852106445
2026-02-10,65.41,66.1,65.0,65.04,64.59,65.7,68.49,35.95,117.6068,10.653,-0.9487643780817905,-0.2015608419607945,-1.494407072241992,68.4915,75.07621363722137,61.90678636277863,20.22160971522783,17.412833852147255,25.83916144138899
2026-02-11,64.51,65.29,64.2,64.28,64.61,65.16,68.16,35.71,116.2326,10.5285,-1.0397840797653402,-0.3692054895217036,-1.341157180487273,68.159,74.89510820015602,61.422891799844,21.67890512180502,18.834857608699842,27.36700014801538
2026-02-12,64.3,66.54,64.01,66.08,64.97,65.03,67.93,31.45,119.4874,10.8233,-0.9556566770414605,-0.486495727025655,-0.938321900031611,67.934,74.6301179641246,61.2378820358754,38.284749099413936,25.318154772271207,64.21793775369939
2026-02-13,65.8,66.28,65.02,65.03,65.14,64.8,67.52,38.02,117.5887,10.6513,-0.9626149036590164,-0.5817195623523274,-0.761790682613378,67.52250000000001,73.84140688414736,61.20359311585266,44.351216018245196,31.662508520929205,69.72863101287717
2026-02-24,66.15,67.19,64.88,66.13,65.31,65.0,67.2,34.35,119.5778,10.8315,-0.8693472475484612,-0.6392450993915542,-0.460204296313814,67.20349999999999,73.09174797461219,61.315252025387785,54.324758898894835,39.21659198025108,84.54109273618235
2026-02-25,66.3,67.65,65.5,67.17,65.74,65.16,67.07,41.91,121.4583,11.0019,-0.7034042435011685,-0.6520769282134771,-0.10265463057538282,67.06700000000001,72.81699899313479,61.317001006865226,66.05638948427048,48.16319114825755,101.84278615629634
2026-02-26,66.48,67.3,65.06,67.01,66.28,65.45,66.86,48.84,121.169,10.6455,-0.5781394483814921,-0.6372894322470801,0.11829996773117601,66.86,72.27969507784714,61.44030492215286,72.71299328063448,56.34645852571653,105.44606279047039
2026-02-27,66.08,67.0,65.66,66.54,66.38,65.67,66.66,47.04,120.3192,10.5708,-0.510901908633798,-0.6120119275244237,0.2022200377812513,66.66,71.7956791177018,61.5243208822982,71.6438270222545,61.445581357895854,92.04031835097179
2026-03-02,65.7,66.48,63.02,63.25,66.02,65.58,66.14,46.77,114.3701,10.0482,-0.7148508229781072,-0.6325797066151604,-0.16454223272589363,66.1375,70.28957177201914,61.985428227980854,49.4184188787672,57.436527198186305,33.382202239928986
2026-03-03,63.34,63.86,59.51,59.69,64.73,65.02,65.67,31.82,107.9328,9.4826,-1.1504820142965428,-0.7361601681514369,-0.8286436922902118,65.667,70.484840092603,60.849159907397,33.68271332294554,49.51858923977272,2.0109614892911623
2026-03-04,58.98,60.44,58.5,58.9,63.08,64.41,65.05,32.99,106.5043,9.3571,-1.5416975400953632,-0.8972676425402222,-1.288859795110282,65.0545,70.0488314182969,60.06016858170311,23.912337115114873,40.98317186488678,-10.229332384428929
2026-03-05,60.17,61.53,59.39,59.91,61.66,63.97,64.56,36.7,108.3306,9.5176,-1.750066427372559,-1.0678273995066896,-1.3644780557317389,64.565,69.5612912561006,59.56870874389939,21.078170098601156,34.34817127612491,-5.46183225644635
2026-03-06,59.57,65.87,59.31,64.52,61.25,63.81,64.42,50.81,116.6666,10.2499,-1.5256253398846198,-1.1593869875822755,-0.7324767046046885,64.425,69.25023847242676,59.599761527573236,35.98289664132606,34.89307973119196,38.16253046159426
2026-03-09,64.05,65.8,63.06,65.7,61.74,63.88,64.34,51.05,118.8003,10.4374,-1.2382640851304316,-1.1751624070919067,-0.1262033560770499,64.342,69.0091871388955,59.674812861104506,50.218105957605346,40.00142180666309,70.65147425948985
2026-03-10,66.27,67.43,65.42,67.13,63.23,63.98,64.49,54.7,121.386,10.6646,-0.8849381552218176,-1.117117556717889,0.4643588029921428,64.49100000000001,69.31985144892525,59.66214855107478,65.69224980973611,48.56503114102077,99.94668714716681
2026-03-11,66.84,67.96,65.98,66.05,64.66,63.87,64.52,53.92,119.4331,10.493,-0.6841849263165329,-1.0305310306376179,0.6926922086421698,64.51650000000001,69.37397725297359,59.65902274702643,70.39807492601155,55.84271240268437,99.50879997266591
2026-03-12,65.82,66.2,63.64,64.09,65.5,63.58,64.51,45.62,115.889,10.1816,-0.6754559301506475,-0.9595160105402238,0.5681201607791526,64.512,69.37095635317947,59.653043646820535,66.62901964764409,59.43814815100428,81.01076264092369
2026-03-13,63.6,63.98,61.82,62.01,65.0,63.12,64.4,43.64,112.1279,9.8512,-0.8268453954890589,-0.9329818875299909,0.212272984081864,64.3985,69.38465884223496,59.41234115776504,56.78721112520881,58.55450247573913,53.252628424148185
2026-03-16,62.25,62.25,60.61,62.03,64.26,63.0,64.29,40.96,112.1641,9.8544,-0.9344371943098793,-0.9332729488859687,-0.002328490847821163,64.291,69.38845819011767,59.19354180988232,50.29647760708073,55.80182751951966,39.28577778220287
2026-03-17,62.43,63.26,60.1,60.36,62.91,63.07,64.05,35.39,109.1443,9.5891,-1.1413032794907494,-0.9748790150069249,-0.33284852896764905,64.046,69.41134062292393,58.680659377076076,37.57722784595362,49.72696096166432,13.277761614532238
2026-03-18,60.86,61.69,60.29,61.45,61.99,63.33,63.87,38.53,111.1153,9.7622,-1.2034199755214559,-1.020587207109831,-0.36566553682324976,63.86650000000001,69.33111256872924,58.40188743127078,33.29811336165696,44.250678428328534,11.39298322831381
2026-03-19,60.5,60.98,59.68,60.03,61.18,63.34,63.65,37.08,108.5476,9.5366,-1.3516490681321613,-1.086799579314297,-0.5296989776357286,63.65400000000001,69.37541094118335,57.93258905881668,23.60775995447019,37.36970560370909,-3.916131344007624
2026-03-20,60.31,60.72,59.0,59.0,60.57,62.79,63.3,40.73,106.6852,9.373,-1.5345448065806409,-1.1763486247675659,-0.71639236362615,63.3,69.26051922853048,57.33948077146951,15.738506636313462,30.159305947910553,-13.10309198688072
2026-03-23,58.03,58.87,55.54,56.1,59.39,61.83,62.85,41.94,101.4413,8.9123,-1.8916905297914965,-1.319417005772352,-1.144547048038289,62.8535,69.55961433496935,56.14738566503064,11.995289985132224,24.104633960317777,-12.223397965238881
2026-03-24,57.16,57.28,55.74,57.12,58.74,60.82,62.4,46.04,75.6312,9.0744,-2.0685803068963864,-1.4692496659971588,-1.1986612817984552,62.403000000000006,69.38712364995723,55.41887635004277,12.93744785750528,20.382238592713612,-1.952133612911382
2026-03-25,57.75,59.12,57.32,58.91,58.23,60.11,61.99,47.85,78.0013,9.3588,-2.040803576059524,-1.583560448009632,-0.9144862560997842,61.989999999999995,68.76084772737988,55.2191522726201,21.934601889205723,20.89969302487765,24.00441961786187
2026-03-26,58.44,58.9,56.59,56.7,57.57,59.37,61.47,31.27,75.0751,9.0077,-2.172080455591214,-1.7012644495259486,-0.9416320121305306,61.4745,68.20588282500995,54.74311717499005,19.63170350472093,20.477029851492077,17.94105081117864
2026-03-27,55.76,57.66,55.75,57.36,57.24,58.91,61.02,29.52,75.949,9.1126,-2.1975300853600217,-1.8005175766927635,-0.7940250173345165,61.01550000000001,67.54133360273025,54.48966639726978,20.946178847706875,20.633412850230343,21.57171084265994
2026-03-30,56.83,57.41,55.78,57.32,57.48,58.44,60.72,24.14,75.896,9.1062,-2.195617059277346,-1.8795374732096801,-0.6321591721353319,60.71900000000001,67.35528589847608,54.08271410152393,23.611815708769363,21.626213803076684,27.583019520154714
2026-03-31,57.03,59.22,57.03,57.52,57.56,58.15,60.61,26.42,76.1609,9.138,-2.1531425566851965,-1.9342584899047837,-0.43776813356082567,60.6105,67.38709586953095,53.83390413046905,27.87356341368941,23.708663673280927,36.20336289450638
2026-04-01,58.9,59.0,57.8,58.52,57.48,57.86,60.59,33.74,77.4849,9.2968,-2.0155554956037633,-1.9505178910445797,-0.13007520911836723,60.591499999999996,67.39038311261076,53.79261688738922,37.758694785445485,28.39200737733578,56.492069601664895
2026-04-02,58.26,58.41,56.8,57.31,57.61,57.59,60.46,35.55,75.8828,9.1046,-1.9813142882538841,-1.9566771704864405,-0.04927423553488719,60.4615,67.41296565386313,53.51003434613688,41.205071885949195,32.66302888020692,58.28915789743374
2026-04-03,57.28,60.5,56.8,60.32,58.2,57.72,60.25,45.56,79.8683,9.5828,-1.6917940911762912,-1.9037005546244106,0.42381292689623873,60.25150000000001,66.93534155218639,53.56765844781362,59.542877055618796,41.62297827201088,95.38267462283463
2026-04-07,60.32,60.99,59.0,59.33,58.6,58.04,59.93,47.23,78.5574,9.4255,-1.5246566821704803,-1.8278917801336245,0.6064701959262884,59.93300000000001,66.11164607890899,53.75435392109102,62.46878826608682,48.57158160336953,90.2632015915214
2026-04-08,60.96,61.79,60.6,61.76,59.45,58.5,59.66,50.78,81.7749,9.8116,-1.1824874109303707,-1.698810906292974,1.0326469907252065,59.6645,64.92475204519171,54.404247954808284,74.81362926348393,57.31893082340767,109.80302614363646
2026-04-09,61.15,63.42,60.86,62.65,60.27,58.88,59.49,56.76,82.9534,9.953,-0.8299332820564231,-1.5250353814456639,1.3902041987784814,59.494499999999995,64.05968391858669,54.929316081413305,79.86271503267463,64.83352555983,109.9210939783639
2026-04-10,62.99,63.38,61.91,62.09,61.23,59.42,59.39,58.17,82.2119,9.864,-0.5889300952514134,-1.337814324206814,1.497768457910801,59.39450000000001,63.61006751501864,55.178932484981374,80.7723510339995,70.14646738455318,102.02411833289216
2026-04-13,61.36,62.8,61.21,61.4,61.45,59.82,59.36,65.87,81.2983,9.7544,-0.4484412156149915,-1.1599397024884495,1.422996973746916,59.364,63.508111357983104,55.21988864201689,77.01036896727862,72.43443457879499,86.16223774424589
2026-04-14,61.8,62.41,61.08,62.05,61.99,60.3,59.36,65.09,82.1589,9.8576,-0.28140928751676597,-0.9842336194941128,1.4056486639546937,59.36500000000001,63.51182884547704,55.21817115452298,77.77529129540628,74.21472015099876,84.89643358422131
2026-04-15,62.38,62.87,61.12,61.27,61.89,60.67,59.41,57.7,81.1261,9.7337,-0.20955909555928542,-0.8292987147071473,1.2394792382957238,59.4105,63.622750180003976,55.19824981999602,74.35774706702817,74.26239578967524,74.54844962173402
2026-04-16,61.26,61.87,60.91,61.77,61.72,61.0,59.43,68.63,81.7882,9.8132,-0.1109920323953304,-0.685637378244784,1.1492906916989072,59.4265,63.67365520889185,55.17934479110814,74.59700761165425,74.37393306366825,75.04315670762625
2026-04-17,61.58,64.86,61.05,63.98,62.09,61.66,59.62,71.83,84.7144,10.1642,0.14379403740429808,-0.5197510951149676,1.3270902650385314,59.624,64.3317110316895,54.9162889683105,78.05898345896404,75.60228319543351,82.97238398602508
2026-04-20,64.23,64.38,62.88,63.03,62.42,61.93,59.83,67.77,83.4565,10.0133,0.26599059878685694,-0.36260275633460276,1.2571867102429195,59.8255,64.76026379213907,54.890736207860925,71.05340681301828,74.08599106796177,64.98823830313131
2026-04-21,63.15,63.38,61.38,62.11,62.43,62.21,60.13,63.67,82.2384,9.8672,0.2853071001687866,-0.23302078503392493,1.0366557704054231,60.126,64.83221269119164,55.41978730880836,57.785604542012194,68.65252889264525,36.05175584074607
2026-04-22,61.93,63.37,61.51,63.27,62.83,62.36,60.43,64.01,83.7743,10.0515,0.3897253607937259,-0.10847155586839477,0.9963938333242413,60.433499999999995,65.11633888255794,55.75066111744205,58.4393481756875,65.248135320326,44.82177388641051
2026-04-23,63.0,64.01,61.42,62.04,62.89,62.3,60.59,63.94,82.1457,9.856,0.3689735665734517,-0.012982531380025475,0.7639121959069544,60.59000000000001,65.2676647345035,55.91233526549652,48.495430429361306,59.66390035667111,26.158490574741705
2026-04-24,56.4,56.87,53.68,53.7,60.83,61.46,60.44,35.16,71.1029,8.6996,-0.3167889339304395,-0.07374381189010829,-0.4860902440806624,60.44,65.78735743886116,55.09264256113883,32.38991724509599,50.57257265281274,-3.9753935703375163
2026-04-27,53.23,54.25,52.62,53.36,58.9,60.66,60.24,36.21,70.6527,8.6446,-0.8775796231123536,-0.23451097413455735,-1.2861372979555925,60.239999999999995,66.32124987153105,54.158750128468945,23.60852870805964,41.58455800456171,-12.343529884944488
2026-04-28,53.32,53.32,50.82,51.17,56.71,59.57,59.93,25.27,67.753,8.2898,-1.4816454950000306,-0.483937878307652,-1.9954152333847572,59.93249999999999,67.1510430079685,52.71395699203148,16.56997830299893,33.24636477070745,-16.782794632418117
2026-04-29,50.82,51.7,50.8,51.21,54.3,58.56,59.62,22.18,67.8059,8.2963,-1.9348407451114653,-0.7741184516684148,-2.321444586886101,59.617,67.77054001258584,51.463459987414154,12.01867685823448,26.170468799883132,-16.28490702506282
2026-04-30,50.96,51.57,49.9,50.75,52.04,57.46,59.23,22.29,67.1969,8.4237,-2.304553938274424,-1.0802055489896167,-2.448696778569614,59.2285,68.29181709928001,50.16518290071999,9.969173154108443,20.770036917958237,-11.632554373591145
2026-05-06,51.61,54.25,51.6,52.65,51.83,56.33,59.0,29.81,69.7126,8.7391,-2.416385597438854,-1.3474415586794641,-2.1378880775187796,58.99550000000001,68.49555977820508,49.49544022179494,13.142689969500122,18.227587935138864,2.972894038222634
2026-05-07,53.09,55.09,52.86,55.05,52.17,55.53,58.73,35.06,72.8904,9.1374,-2.2850128449615354,-1.5349558159358785,-1.500114058051314,58.73199999999999,68.36873803732341,49.095261962676574,20.928105621055828,19.127760497111186,24.52879586894511
2026-05-08,55.05,55.68,54.35,55.05,52.94,54.83,58.52,36.26,72.8904,9.1374,-2.1560454423657873,-1.6591737412218603,-0.993743402287854,58.517999999999994,68.28799186553537,48.74800813446461,26.118382722092964,21.457967905438444,35.439212355402006
2026-05-11,55.61,56.31,54.59,54.8,53.66,53.98,58.17,34.44,72.5594,9.0959,-2.0503753070857513,-1.7374140543946386,-0.6259225053822255,58.169999999999995,67.9495856117137,48.39041438828629,40.84601889746417,27.92065156944702,66.69675355349847
2026-05-12,55.36,55.36,53.6,54.05,54.32,53.18,57.74,26.28,71.5663,8.9715,-2.004048274520642,-1.7907408984198394,-0.42661475220160483,57.74000000000001,67.44618251154202,48.033817488458,48.81154249950548,34.88428187946651,76.6660637395834
2026-05-13,53.84,55.48,53.21,55.13,54.82,53.32,57.39,31.24,72.9963,9.1507,-1.8587601632571449,-1.8043447513873005,-0.10883082373968866,57.391999999999996,66.93927759487906,47.84472240512094,59.738116216519,43.16889332515068,92.87656199925564
2026-05-14,55.2,55.77,54.2,54.8,54.77,53.47,57.06,32.14,72.5594,9.0959,-1.75007278077711,-1.7934903572652625,0.08683515297630517,57.062,66.48136772936739,47.6426322706326,65.30643005178229,50.548072234027885,94.82314568729109
2026-05-15,54.91,55.76,53.55,53.84,54.52,53.73,56.65,26.74,71.2883,8.9366,-1.7215561958622487,-1.7791035249846598,0.11509465824482223,56.6515,65.86901484945889,47.433985150541105,64.02643958730366,55.040861351786475,81.99759605833802
2026-05-18,53.8,54.14,52.53,52.98,54.16,53.91,56.24,27.24,70.1496,8.7938,-1.7481992567310982,-1.7729226713339474,0.04944682920569843,56.237,65.32470621281968,47.149293787180326,52.45074741064402,54.17749003807233,48.997262155787396
2026-05-19,52.85,54.18,52.11,54.08,54.17,54.24,55.85,51.5,71.606,8.9764,-1.661401663318017,-1.7506184697307614,0.17843361282548864,55.8525,64.59883366797618,47.10616633202382,50.60208557534996,52.98568855049821,45.834879625053446
2026-05-20,54.2,54.56,52.97,54.1,53.96,54.39,55.36,53.0,71.6325,8.9798,-1.5728690569309194,-1.715068587170793,0.28439906047974706,55.35849999999999,63.245884397350835,47.47111560264915,49.528374510550776,51.8332505371824,44.918622457287526
2026-05-21,54.8,55.37,51.13,51.17,53.23,54.0,54.77,50.0,67.753,8.4934,-1.7193136638136082,-1.715917602499356,-0.006792122628504149,54.765499999999996,61.978939138893494,47.5520608611065,33.27631659776744,45.64760589071075,8.533738011880814
2026-05-22,51.61,53.13,51.02,52.71,53.01,53.77,54.3,55.14,69.7921,8.749,-1.6916071459716875,-1.7110555111938224,0.03889673044426978,54.295500000000004,60.670211469218316,47.92078853078169,34.043860187985295,41.77969065646894,18.572199251018006
2026-05-25,52.75,57.57,52.75,57.0,53.81,53.99,53.98,66.97,75.4723,9.4611,-1.308399963662815,-1.630524401687621,0.6442488760496121,53.98199999999999,58.96264717840797,49.001352821592015,53.12847676654491,45.56261935982759,68.26019157997953
2026-05-26,56.88,57.26,53.84,54.64,53.92,54.05,53.61,55.27,72.3475,9.0694,-1.18151798363548,-1.540723118077193,0.7184102688834257,53.612,56.87571180358129,50.348288196418714,53.841376368536295,48.32220502939717,64.87971904681456
2026-05-27,54.66,56.0,52.12,52.27,53.56,53.76,53.54,42.62,69.2095,8.676,-1.257704261578347,-1.4841193467774239,0.4528301703981539,53.540499999999994,56.85830190392342,50.22269809607657,42.255574067573825,46.299994708789384,34.1667327851427
2026-05-28,52.02,52.88,51.39,52.7,53.86,53.55,53.51,43.9,69.7788,8.7474,-1.2687595589799727,-1.4410473892179336,0.3445756604759218,53.50749999999999,56.845926197129096,50.16907380287089,36.72000103232658,43.10666348330179,23.94667613037616
2026-05-29,52.94,54.07,48.22,48.7,53.06,53.04,53.38,36.75,64.4825,8.0834,-1.5820506374686616,-1.4692480388680793,-0.22560519720116456,53.384,57.23059192970581,49.53740807029419,26.1912306347418,37.468185867115125,3.6373201699951494
2026-06-01,48.7,49.14,46.8,46.8,51.02,52.42,53.16,35.0,61.9668,7.7681,-1.9610444951168517,-1.5676073301178337,-0.7868743299980361,53.1635,57.930329576408184,48.396670423591814,17.460820423161202,30.79906405246382,-9.215666835444033
2026-06-02,46.82,47.18,45.16,46.15,49.32,51.62,52.93,31.09,61.1061,7.6602,-2.2874807711076883,-1.7115820183158048,-1.151797505583767,52.933499999999995,58.55748725385934,47.30951274614065,14.299692798895009,25.29927363460755,-7.699468872530076
2026-06-03,44.0,47.07,43.21,45.12,47.89,50.73,52.56,30.2,59.7423,7.4892,-2.5993327734240594,-1.8891321693374556,-1.4204012081732076,52.556999999999995,59.18031162199836,45.933688378001634,13.966740417462033,21.521762562225714,-1.1433038720653315
2026-06-04,44.91,47.5,44.41,45.94,46.54,50.2,52.1,33.74,60.8281,7.6253,-2.7486261339463027,-2.0610309622592253,-1.3751903433741548,52.1015,59.236207680361105,44.9667923196389,15.64820763206846,19.563910918839966,7.816801058525449
2026-06-05,45.56,48.47,44.2,47.55,46.31,49.69,51.73,39.16,62.9598,7.8926,-2.705837443370328,-2.189992258481446,-1.0316903697777633,51.7265,58.99581916018444,44.457180839815564,20.728698326479797,19.952173388053247,22.281748203332896
2026-06-08,46.5,48.39,46.0,46.4,46.23,48.63,51.31,34.7,61.4371,7.7017,-2.733215677894904,-2.298636942364138,-0.8691574710615324,51.30649999999999,58.79545966353792,43.817540336462066,22.132919030267217,20.679088602124573,25.040579886552507
2026-06-09,46.8,48.1,46.06,47.2,46.44,47.88,50.96,36.67,62.4964,7.8345,-2.659700440808507,-2.370849642053012,-0.5777015975109903,50.964000000000006,58.55057928602547,43.377420713974544,27.002056517415724,22.786744573888292,35.43268040447059
